Year,Position,Song Title,Artist,Loudness
2001,49,You'll Never Never Know,Platters,-10.944
2001,50,Glendora,Perry Como,-9.669
2001,51,I Walk the Line,Johnny Cash,-14.59
2001,52,Can You Find It in Your Heart,Tony Bennett,-8.959
2001,53,Tutti-Frutti,Pat Boone,-4.944
2001,54,Eddie My Love,Fontane Sisters,-10.42
2001,55,Two Different Worlds,Don Rondo,
2001,56,True Love,Jane Powell,
2001,57,Moritat,Richard Hayman and Jan August,
2001,58,Night Lights,Nat King Cole,-14.173
2001,59,Speedoo,Cadillacs,-7.552
2001,60,The Church Bells May Ring,Diamonds,-10.955
2001,61,Mr Wonderful,Peggy Lee,-18.259
2001,62,My Blue Heaven,Fats Domino,-10.697
2001,63,Treasure of Love,Clyde McPhatter,-8.476
2001,64,Miracle of Love,Eileen Rodgers,-7.676
2001,65,I Want You to Be My Girl,Frankie Lymon and the Teenagers,-10.881
2001,66,Tonight You Belong to Me,Lawrence Welk,
2001,67,Lay Down Your Arms,Chordettes,-5.85
2001,68,Theme From 'the Man with the Golden Arm,Richard Maltby,
2001,69,Bo Weevil,Teresa Brewer,-14.834
2001,70,Lullaby of Birdland,Blue Stars,-8.782
2001,71,Low,Flo Rida feat. T-Pain,-5.64
2001,72,Bleeding Love,Leona Lewis,-5.886
2001,73,No One,Alicia Keys,-5.419
2001,74,Lollipop,Lil Wayne feat. Static Major,-9.301
2001,75,Apologize,Timbaland feat. OneRepublic,-9.21
2001,76,No Air,Jordin Sparks feat. Chris Brown,-4.978
2001,77,Love Song,Sara Bareilles,-3.142
2001,78,Love In This Club,Usher feat. Young Jeezy,-8.63
2001,79,With You,Chris Brown,-4.291
2001,80,Forever,Chris Brown,-4.457
2001,81,Sexy Can I,Ray J and Yung Berg,-11.347
2001,82,Take A Bow,Rihanna,-7.536
2001,83,Viva La Vida,Coldplay,-7.115
2001,84,I Kissed A Girl,Katy Perry,-3.173
2001,85,Whatever You Like,T.I.,-6.162
2001,86,Disturbia,Rihanna,-4.515
2001,87,Don't Stop the Music,Rihanna,-5.582
2001,88,Pocketful of Sunshine,Natasha Bedingfield,-3.896
2001,89,Kiss Kiss,Chris Brown feat. T-Pain,-3.386
2001,90,Closer,Ne-Yo,-6.461
2001,91,Bubbly,Colbie Caillat,-6.544
2001,92,Touch My Body,Mariah Carey,-7.719
2001,93,4 Minutes,Madonna feat. Justin Timberlake,-4.922
2001,94,So What,Pink,-3.106
2001,95,Paralyzer,Finger Eleven,-3.425
2001,96,Clumsy,Fergie,-4.141
2001,97,I'm Yours,Jason Mraz,-8.322
2001,98,Leavin',Jesse McCartney,-5.787
2001,99,Dangerous,Kardinal Offishall feat. Akon,-9.239
2001,100,Tattoo,Jordin Sparks,-5.036
2002,1,See You Again,Miley Cyrus,-5.039
2002,2,Shake It,Metro Station,-3.836
2002,3,Stop And Stare,OneRepublic,-4.234
2002,4,Take You There,Sean Kingston,-4.321
2002,5,Paper Planes,M.I.A.,-6.2
2002,6,Hot N Cold,Katy Perry,-3.956
2002,7,Live Your Life,T.I. feat. Rihanna,-3.363
2002,8,Bust It Baby Part 2,Plies feat. Ne-Yo,-7.24
2002,9,American Boy,Estelle feat. Kanye West,-6.49
2002,10,Got Money,Lil Wayne feat. T-Pain,-11.409
2002,11,Our Song,Taylor Swift,-4.751
2002,12,Damaged,Danity Kane,-5.158
2002,13,A Milli,Lil Wayne,-8.559
2002,14,Sorry,Buckcherry,-3.627
2002,15,Independent,Webbie feat. Lil' Phat and Lil' Boosie,-5.988
2002,16,Can't Believe It,T-Pain feat. Lil Wayne,-18.162
2002,17,Like You'll Never See Me Again,Alicia Keys,-8.063
2002,18,Teardrops On My Guitar,Taylor Swift,-6.794
2002,19,When I Grow Up,Pussycat Dolls,-5.682
2002,20,Sensual Seduction,Snoop Dogg,-4.005
2002,21,What You Got,Colby O'Donis feat. Akon,-6.738
2002,22,It'S Not My Time,3 Doors Down,-4.798
2002,23,Better In Time,Leona Lewis,-4.251
2002,24,Crank That (Soulja Boy),Soulja Boy Tell'em,-12.032
2002,25,Shadow Of The Day,Linkin Park,-7.813
2002,26,Sweetest Girl (Dollar Bill),"Wyclef Jean feat. Akon, Lil Wayne and Niia",-3.51
2002,27,Miss Independent,Ne-Yo,-5.693
2002,28,Fall For You,Secondhand Serenade,-7.086
2002,29,In The Ayer,Flo Rida feat. will.i.am,-6.286
2002,30,Say,John Mayer,-6.565
2002,31,One Step at A Time,Jordin Sparks,-3.996
2002,32,Hate That I Love You,Rihanna feat. Ne-Yo,-5.635
2002,33,Superstar,Lupe Fiasco feat. Matthew Santos,-6.015
2002,34,Suffocate,J. Holiday,-8.391
2002,35,Let It Rock,Kevin Rudolf feat. Lil Wayne,-3.224
2002,36,Get Like Me,David Banner feat. Chris Brown,-7.649
2002,37,Realize,Colbie Caillat,-6.312
2002,38,Put On,Young Jeezy feat. Kanye West,-7.196
2002,39,The Time Of My Life,David Cook,-6.383
2002,40,Lolli Lolli (Pop That Body),"Three 6 Mafia feat. Project Pat, Young D and Superpower",-5.661
2002,41,Cyclone,Baby Bash feat. T-Pain,-4.622
2002,42,Love Like This,Natasha Bedingfield feat. Sean Kingston,-11.546
2002,43,Burnin' Up,Jonas Brothers,-3.462
2002,44,Love Lockdown,Kanye West,-7.659
2002,45,I Luv Your Girl,The-Dream,-9.829
2002,46,Crush,David Archuleta,-4.718
2002,47,Hypnotized,Plies feat. Akon,-7.421
2002,48,Big Girls Don't Cry,Fergie,-4.277
2002,49,Good Life,Kanye West feat. T-Pain,-12.441
2002,50,Womanizer,Britney Spears,-5.226
2002,51,Love Story,Taylor Swift,-3.95
2002,52,Just Fine,Mary J. Blige,-3.552
2002,53,Piece Of Me,Britney Spears,-5.054
2002,54,The Boss,Rick Ross feat. T-Pain,-12.048
2002,55,All Summer Long,Kid Rock,-3.629
2002,56,Can't Help But Wait,Trey Songz,-5.564
2002,57,In Love With A Girl,Gavin DeGraw,-4.8
2002,58,My Life,Game feat. Lil Wayne,
2002,59,I Remember,Keyshia Cole,-4.412
2002,60,Flashing Lights,Kanye West feat. Dwele,-8.937
2002,61,Mrs. Officer,Lil Wayne feat. Bobby Valentino and Kidd Kidd,
2002,62,7 Things,Miley Cyrus,-4.404
2002,63,You're Gonna Miss This,Trace Adkins,-7.157
2002,64,Love Remains The Same,Gavin Rossdale,-5.115
2002,65,Feels Like Tonight,Daughtry,-3.166
2002,66,The Way I Are,Timbaland feat. Keri Hilson,-11.053
2002,67,Addicted,Saving Abel,-4.146
2002,68,Into The Night,Santana feat. Chad Kroeger,-4.678
2002,69,Heaven Sent,Keyshia Cole,-3.663
2002,70,She Got It,2 Pistols feat. T-Pain and Tay Dizm,
2002,71,Careless Whisper,Wham!,-11.835
2002,72,Like A Virgin,Madonna,-10.88
2002,73,Wake Me Up Before You Go-Go,Wham!,-11.893
2002,74,I Want To Know What Love Is,Foreigner,-10.036
2002,75,I Feel For You,Chaka Khan,-3.778
2002,76,Out Of Touch,Daryl Hall and John Oates,-6.457
2002,77,Everybody Wants To Rule The World,Tears For Fears,-12.077
2002,78,Money For Nothing,Dire Straits,-9.339
2002,79,Crazy For You,Madonna,-6.606
2002,80,Take On Me,a-ha,-7.638
2002,81,Everytime You Go Away,Paul Young,-11.493
2002,82,Easy Lover,Philip Bailey and Phil Collins,-9.455
2002,83,Can't Fight This Feeling,REO Speedwagon,-11.017
2002,84,We Built This City,Starship,-4.897
2002,85,The Power Of Love,Huey Lewis and The News,-5.109
2002,86,Don't You (Forget About Me),Simple Minds,-6.61
2002,87,Cherish,Kool and The Gang,-8.145
2002,88,St. Elmo's Fire (Man In Motion),John Parr,-10.945
2002,89,The Heat Is On,Glenn Frey,-6.369
2002,90,We Are The World,U.S.A. For Africa,-15.255
2002,91,Shout,Tears For Fears,-10.407
2002,92,Part-Time Lover,Stevie Wonder,-13.606
2002,93,Saving All My Love For You,Whitney Houston,-14.567
2002,94,Heaven,Bryan Adams,-7.315
2002,95,Everything She Wants,Wham!,-15.557
2002,96,Cool It Now,New Edition,-13.265
2002,97,Miami Vice Theme,Jan Hammer,-9.812
2002,98,Loverboy,Billy Ocean,-9.164
2002,99,Lover Girl,Teena Marie,-6.709
2002,100,You Belong To The City,Glenn Frey,-7.422
2003,1,Oh Sheila,Ready For The World,-10.694
2003,2,Rhythm Of The Night,Debarge,-12.328
2003,3,One More Night,Phil Collins,-9.442
2003,4,Sea Of Love,Honeydrippers,-9.004
2003,5,A View To A Kill,Duran Duran,-5.405
2003,6,The Wild Boys,Duran Duran,-7.622
2003,7,You're The Inspiration,Chicago,-6.364
2003,8,Neutron Dance,Pointer Sisters,-13.056
2003,9,We Belong,Pat Benatar,-14.108
2003,10,Nightshift,Commodores,-10.123
2003,11,Things Can Only Get Better,Howard Jones,-6.083
2003,12,All I Need,Jack Wagner,-4.253
2003,13,Freeway Of Love,Aretha Franklin,-4.908
2003,14,Never Surrender,Corey Hart,-11.036
2003,15,Sussudio,Phil Collins,-5.195
2003,16,Strut,Sheena Easton,-11.29
2003,17,You Give Good Love,Whitney Houston,-13.654
2003,18,The Search Is Over,Survivor,-12.272
2003,19,Missing You,Diana Ross,-11.41
2003,20,Separate Lives,Phil Collins and Marilyn Martin,-16.855
2003,21,Raspberry Beret,Prince and The Revolution,-12.759
2003,22,Suddenly,Billy Ocean,-9.512
2003,23,The Boys Of Summer,Don Henley,-13.641
2003,24,One Night In Bangkok,Murray Head,-5.025
2003,25,If You Love Somebody Set Them Free,Sting,-10.568
2003,26,Obsession,Animotion,-11.93
2003,27,We Don't Need Another Hero,Tina Turner,-5.866
2003,28,Material Girl,Madonna,-3.419
2003,29,Better Be Good To Me,Tina Turner,-6.499
2003,30,Head Over Heels,Tears For Fears,-8.116
2003,31,Axel F,Harold Faltermeyer,-12.217
2003,32,Smooth Operator,Sade,-6.619
2003,33,In My House,Mary Jane Girls,-10.272
2003,34,Don't Lose My Number,Phil Collins,-5.016
2003,35,All Through The Night,Cyndi Lauper,-5.934
2003,36,Run To You,Bryan Adams,-6.157
2003,37,Glory Days,Bruce Springsteen,-4.906
2003,38,Voices Carry,'Til Tuesday,-7.394
2003,39,Misled,Kool and The Gang,-7.814
2003,40,Would I Lie To You?,Eurythmics,-4.639
2003,41,Be Near Me,ABC,-11.745
2003,42,No More Lonely Nights,Paul McCartney,-11.558
2003,43,I Can't Hold Back,Survivor,-10.659
2003,44,Summer Of '69,Bryan Adams,-6.205
2003,45,Walking On Sunshine,Katrina and The Waves,-11.97
2003,46,Freedom,Wham!,-12.882
2003,47,Too Late For Goodbyes,Julian Lennon,-8.229
2003,48,Valotte,Julian Lennon,-8.229
2003,49,Some Like It Hot,Power Station,-8.355
2003,50,Solid,Ashford and Simpson,-12.017
2003,51,Angel,Madonna,-13.673
2003,52,I'm On Fire,Bruce Springsteen,-14.451
2003,53,Method Of Modern Love,Daryl Hall and John Oates,-9.09
2003,54,Lay Your Hands On Me,Thompson Twins,-11.938
2003,55,Who's Holding Donna Now,Debarge,-14.648
2003,56,Lonely Ol' Night,John Cougar Mellencamp,-3.931
2003,57,What About Love,Heart,-7.067
2003,58,California Girls,David Lee Roth,-5.93
2003,59,Fresh,Kool and The Gang,-11.366
2003,60,Do What You Do,Jermaine Jackson,-9.634
2003,61,Jungle Love,Time,-13.466
2003,62,Born In The USA,Bruce Springsteen,-3.876
2003,63,Private Dancer,Tina Turner,-9.656
2003,64,Who's Zoomin' Who,Aretha Franklin,-13.028
2003,65,Fortress Around Your Heart,Sting,-15.469
2003,66,Penny Lover,Lionel Richie,-9.203
2003,67,All She Wants To Do Is Dance,Don Henley,-11.936
2003,68,Dress You Up,Madonna,-3.073
2003,69,Sentimental Street,Night Ranger,-11.948
2003,70,Sugar Walls,Sheena Easton,-12.689
2003,71,Shadow Dancing,Andy Gibb,-9.647
2003,72,Night Fever,Bee Gees,-15.539
2003,73,You Light Up My Life,Debby Boone,-10.06
2003,74,Stayin' Alive,Bee Gees,-15.539
2003,75,Kiss You All Over,Exile,-17.204
2003,76,How Deep Is Your Love,Bee Gees,-9.366
2003,77,Baby Come Back,Player,-7.959
2003,78,(Love Is) Thicker Than Water,Andy Gibb,-9.929
2003,79,Boogie Oogie Oogie,A Taste Of Honey,-10.828
2003,80,Three Times A Lady,Commodores,-20.634
2003,81,Grease,Frankie Valli,-8.45
2003,82,I Go Crazy,Paul Davis,-8.66
2003,83,You're The One That I Want,John Travolta and Olivia Newton-John,-10.42
2003,84,Emotion,Samantha Sang,-9.484
2003,85,Lay Down Sally,Eric Clapton,-16.145
2003,86,Miss You,Rolling Stones,-8.068
2003,87,Just The Way You Are,Billy Joel,-8.912
2003,88,With A Little Luck,Wings,-15.451
2003,89,If I Can't Have You,Yvonne Elliman,-10.679
2003,90,"Dance, Dance, Dance (Yowsah, Yowsah, Yowsah)",Chic,-9.404
2003,91,Feels So Good,Chuck Mangione,-9.603
2003,92,Hot Child In The City,Nick Gilder,-5.099
2003,93,Love Is Like Oxygen,Sweet,-9.896
2003,94,It's A Heartache,Bonnie Tyler,-11.766
2003,95,We Will Rock You / We Are The Champions,Queen,-5.768
2003,96,Baker Street,Gerry Rafferty,-14
2003,97,Can't Smile Without You,Barry Manilow,-9.937
2003,98,"Too Much, Too Little, Too Late",Johnny Mathis and Deniece Williams,-11.622
2003,99,Dance With Me,Peter Brown,-14.798
2003,100,Two Out Of Three Ain't Bad,Meat Loaf,-9.138
2004,1,Jack And Jill,Raydio,-11.66
2004,2,Take A Chance On Me,ABBA,-8.103
2004,3,Sometimes When We Touch,Dan Hill,-11.032
2004,4,Last Dance,Donna Summer,-10.241
2004,5,Hopelessly Devoted To You,Olivia Newton-John,-7.493
2004,6,Hot Blooded,Foreigner,-4.83
2004,7,You're In My Heart,Rod Stewart,-12.336
2004,8,The Closer I Get To You,Roberta Flack and Donny Hathaway,-17.17
2004,9,Dust In The Wind,Kansas,-10.687
2004,10,Magnet And Steel,Walter Egan,-9.581
2004,11,Short People,Randy Newman,-5.849
2004,12,Use Ta Be My Girl,O'Jays,-7.411
2004,13,Our Love,Natalie Cole,-14.966
2004,14,Love Will Find A Way,Pablo Cruise,-13.855
2004,15,An Everlasting Love,Andy Gibb,-6.533
2004,16,Love Is In The Air,John Paul Young,-7.201
2004,17,Goodbye Girl,David Gates,-15.963
2004,18,Slip Slidin' Away,Paul Simon,-12.452
2004,19,The Groove Line,Heatwave,-10.045
2004,20,Thunder Island,Jay Ferguson,-7.744
2004,21,Imaginary Lover,Atlanta Rhythm Section,-6.505
2004,22,Still The Same,Bob Seger and The Silver Bullet Band,-6.732
2004,23,My Angel Baby,Toby Beau,-9.093
2004,24,Disco Inferno,Trammps,-3.851
2004,25,On Broadway,George Benson,-17.098
2004,26,Come Sail Away,Styx,-15.5
2004,27,Back In Love Again,L.T.D.,-14.609
2004,28,This Time I'm In It For Love,Player,-7.959
2004,29,You Belong To Me,Carly Simon,-12.265
2004,30,Here You Come Again,Dolly Parton,-9.37
2004,31,Blue Bayou,Linda Ronstadt,-12.817
2004,32,Peg,Steely Dan,-11.017
2004,33,You Needed Me,Anne Murray,-10.756
2004,34,Shame,"Evelyn ""Champagne"" King",-10.948
2004,35,Reminiscing,Little River Band,-11.259
2004,36,Count On Me,Jefferson Starship,-14.908
2004,37,Baby Hold On,Eddie Money,-12.444
2004,38,Hey Deanie,Shaun Cassidy,-10.718
2004,39,Summer Nights,John Travolta and Olivia Newton-john,-11.84
2004,40,What's Your Name,Lynyrd Skynyrd,-9.194
2004,41,Don't It Make My Brown Eyes Blue,Crystal Gayle,-13.492
2004,42,Because The Night,Patti Smith,-5.378
2004,43,Every Kinda People,Robert Palmer,-12.594
2004,44,Copacabana,Barry Manilow,-6.412
2004,45,Always And Forever,Heatwave,-17.104
2004,46,You And I,Rick James,-6.639
2004,47,Serpentine Fire,"Earth, Wind and Fire",-8.861
2004,48,Sentimental Lady,Bob Welch,-16.218
2004,49,Falling,LeBlanc and Carr,-9.332
2004,50,Dont Let Me Be Misunderstood,Santa Esmeralda,-8.998
2004,51,Bluer Than Blue,Michael Johnson,-7.238
2004,52,Running On Empty,Jackson Browne,-5.438
2004,53,"Whenever I Call You ""Friend""",Kenny Loggins,-13.095
2004,54,Fool (If You Think It's Over),Chris Rea,-14.3
2004,55,Get Off,Foxy,-8.289
2004,56,Sweet Talking Woman,Electric Light Orchestra,-7.482
2004,57,Life's Been Good,Joe Walsh,-12.897
2004,58,I Love The Night Life,Alicia Bridges,-12.508
2004,59,You Can't Turn Me Off (In The Middle Of Turning Me On),High Inergy,-9.828
2004,60,It's So Easy,Linda Ronstadt,-4.686
2004,61,Native New Yorker,Odyssey,-8.722
2004,62,Flashlight,Parliament,-6.159
2004,63,Don't Look Back,Boston,-10.309
2004,64,Turn To Stone,Electric Light Orchestra,-9.777
2004,65,I Can't Stand The Rain,Eruption,-9.557
2004,66,Ebony Eyes,Bob Welch,-11.717
2004,67,The Name Of The Game,ABBA,-8.683
2004,68,We're All Alone,Rita Coolidge,-8.979
2004,69,Hollywood Nights,Bob Seger and The Silver Bullet Band,-5.198
2004,70,Deacon Blues,Steely Dan,-12.324
2004,71,I Want To Hold Your Hand,Beatles,-5.549
2004,72,She Loves You,Beatles,-3.199
2004,73,"Hello, Dolly!",Louis Armstrong,-9.893
2004,74,"Oh, Pretty Woman",Roy Orbison,-9.481
2004,75,I Get Around,Beach Boys,-7.813
2004,76,Everybody Loves Somebody,Dean Martin,-9.121
2004,77,My Guy,Mary Wells,-7.85
2004,78,We'll Sing In The Sunshine,Gale Garnett,-8.026
2004,79,Last Kiss,J. Frank Wilson and The Cavaliers,-7.919
2004,80,Where Did Our Love Go,Supremes,-9.266
2004,81,People,Barbara Streisand,-20.924
2004,82,Java,Al Hirt,-10.36
2004,83,A Hard Day's Night,Beatles,-6.481
2004,84,Love Me Do,Beatles,-6.228
2004,85,Do Wah Diddy Diddy,Manfred Mann,-8.244
2004,86,Please Please Me,Beatles,-9.198
2004,87,Dancing In The Street,Martha and The Vandellas,-9.346
2004,88,Little Children,Billy J. Kramer and The Dakotas,-9.832
2004,89,Love Me With All Your Heart,Ray Charles Singers,-10.226
2004,90,Under The Boardwalk,Drifters,-13.635
2004,91,Chapel Of Love,Dixie Cups,-13.56
2004,92,Suspicion,Terry Stafford,-11.301
2004,93,Glad All Over,Dave Clark Five,-14.399
2004,94,Rag Doll,Four Seasons,-7.623
2004,95,Dawn (Go Away),Four Seasons,-8.109
2004,96,Bread And Butter,Newbeats,-14.582
2004,97,It Hurts To Be In Love,Gene Pitney,-6.716
2004,98,Dead Man's Curve,Jan and Dean,-9.578
2004,99,Come A Little Bit Closer,Jay and The Americans,-9.302
2004,100,A World Without Love,Peter and Gordon,-9.972
2005,1,Have I The Right?,Honeycombs,-8.067
2005,2,Don't Let The Rain Come Down (Crooked Little Man),Serendipity Singers,-15.531
2005,3,Baby Love,Supremes,-9.266
2005,4,Let It Be Me,Betty Everett and Jerry Butler,-10.123
2005,5,Wishin' And Hopin',Dusty Springfield,-10.035
2005,6,You Don't Own Me,Lesley Gore,-10.049
2005,7,Walk On By,Dionne Warwick,-9.027
2005,8,The House Of The Rising Sun,Animals,-9.904
2005,9,G.T.O.,Ronny and The Daytona,
2005,10,Twist And Shout,Beatles,-9.198
2005,11,Memphis,Johnny Rivers,-7.979
2005,12,White On White,Danny Williams,-7.944
2005,13,Hey Little Cobra,Rip Chords,-7.442
2005,14,The Shoop Shoop Song (It's In His Kiss),Betty Everett,-9.763
2005,15,Bits And Pieces,Dave Clark Five,-12.926
2005,16,My Boy Lollipop,Millie Small,-13.134
2005,17,"Um, Um, Um, Um, Um, Um",Major Lance,-12.302
2005,18,The Little Old Lady,Jan and Dean,-5.48
2005,19,Don't Let The Sun Catch You Crying,Gerry and The Pacemakers,-14.165
2005,20,A Summer Song,Chad and Jeremy,-12.68
2005,21,The Girl From Ipanema,Stan Getz and Astrud Gilberto,-20.005
2005,22,Can't Buy Me Love,Beatles,-5.91
2005,23,Remember (Walkin' In The Sand),Shangri-Las,-9.653
2005,24,C'mon And Swim,Bobby Freeman,-10.527
2005,25,Do You Want To Know A Secret,Beatles,-12.414
2005,26,Keep On Pushing,Impressions,-6.622
2005,27,Baby I Need Your Loving,Four Tops,-6.116
2005,28,Navy Blue,Diane Renay,-8.73
2005,29,Diane,Bachelors,-10.151
2005,30,Out Of Limits,Marketts,-14.235
2005,31,Little Honda,Hondells,-10.372
2005,32,See The Funny Little Clown,Bobby Goldsboro,-15.969
2005,33,Because,Dave Clark Five,-13.264
2005,34,(Just Like) Romeo And Juliet,Reflections,-9.321
2005,35,For You,Rick Nelson,-10.116
2005,36,Today,New Christy Minstrels,-15.81
2005,37,Can't You See That She's Mine,Dave Clark Five,-8.3
2005,38,Leader Of The Pack,Shangri-Las,-8.637
2005,39,Funny,Joe Hinton,-9.005
2005,40,The Way You Do The Things You Do,Temptations,-4.581
2005,41,Anyone Who Had A Heart,Dionne Warwick,-11.174
2005,42,I Love You More And More Every Day,Al Martino,-13.406
2005,43,It's Over,Roy Orbison,-11.062
2005,44,Ronnie,Four Seasons,
2005,45,Surfin' Bird,Trashmen,-13.552
2005,46,What Kind Of Fool (Do You Think I Am),Tams,-13.701
2005,47,The Door Is Still Open To My Heart,Dean Martin,-13.576
2005,48,You Really Got Me,Kinks,-6.441
2005,49,The Shelter Of Your Arms,Sammy Davis Jr.,-11.986
2005,50,I'm So Proud,Impressions,-17.321
2005,51,I Wanna Love Him So Bad,Jelly Beans,-6.008
2005,52,Chug-a-lug,Roger Miller,-11.46
2005,53,Dang Me,Roger Miller,-14.468
2005,54,Cotton Candy,Al Hirt,-11.626
2005,55,(You Don't Know) How Glad I Am,Nancy Wilson,-9.117
2005,56,Money,Kingsmen,-10.06
2005,57,Don't Throw Your Love Away,Searchers,-7.307
2005,58,Hi-heel Sneakers,Tommy Tucker,-7.31
2005,59,How Do You Do It!,Gerry and The Pacemakers,-6.433
2005,60,Walk Don't Run '64,Ventures,-5.332
2005,61,Do You Love Me,Dave Clark Five,-8.693
2005,62,Shangri-La,"Robert Maxwell, His Harp and Orch.",
2005,63,Haunted Houses,Gene Simmons,
2005,64,Steal Away,Jimmy Hughes,-5.952
2005,65,I Saw Her Standing There,Beatles,-9.835
2005,66,A Fool Never Learns,Andy Williams,-9.038
2005,67,Bad To Me,Billy J. Kramer and The Dakotas,-11.383
2005,68,There! I've Said It Again,Bobby Vinton,-10.364
2005,69,Louie Louie,Kingsmen,-9.818
2005,70,Needles And Pins,Searchers,-6.504
2005,71,Believe,Cher,-6.72
2005,72,No Scrubs,TLC,-4.267
2005,73,Angel Of Mine,Monica,-6.869
2005,74,Heartbreak Hotel,Whitney Houston,-7.616
2005,75,...Baby One More Time,Britney Spears,-5.745
2005,76,Kiss Me,Sixpence None The Richer,-6.964
2005,77,Genie In A Bottle,Christina Aguilera,-6.945
2005,78,Every Morning,Sugar Ray,-4.493
2005,79,Nobody's Supposed To Be Here,Deborah Cox,-5.3
2005,80,Livin' La Vida Loca,Ricky Martin,-3.756
2005,81,Where My Girls At?,702,-7.517
2005,82,If You Had My Love,Jennifer Lopez,-7
2005,83,Slide,Goo Goo Dolls,-4.476
2005,84,Have You Ever?,Brandy,-6.246
2005,85,I Want It That Way,Backstreet Boys,-5.642
2005,86,I'm Your Angel,R. Kelly and Celine Dion,-14.373
2005,87,All Star,Smash Mouth,-5.881
2005,88,Angel,Sarah McLachlan,-16.092
2005,89,Smooth,Santana feat. Rob Thomas,-3.908
2005,90,Unpretty,TLC,-6.063
2005,91,"Bills, Bills, Bills",Destiny's Child,-5.15
2005,92,Save Tonight,Eagle-Eye Cherry,-8.786
2005,93,Last Kiss,Pearl Jam,-6.97
2005,94,Fortunate,Maxwell,-9.117
2005,95,All I Have To Give,Backstreet Boys,-7.114
2005,96,Bailamos,Enrique Iglesias,-4.514
2005,97,What's It Gonna Be?!,Busta Rhymes feat. Janet,-4.507
2005,98,What It's Like,Everlast,-7.423
2005,99,Fly Away,Lenny Kravitz,-5.066
2005,100,Someday,Sugar Ray,-4.547
2006,1,Lately,Divine,-12.398
2006,2,That Don't Impress Me Much,Shania Twain,-4.828
2006,3,Wild Wild West,Will Smith feat. Dru Hill and Kool Moe Dee,-14.235
2006,4,Scar Tissue,Red Hot Chili Peppers,-4.803
2006,5,Heartbreaker,Mariah Carey feat. Jay-Z,-13.889
2006,6,I Still Believe,Mariah Carey,-7.597
2006,7,The Hardest Thing,98 Degrees,-7.022
2006,8,Summer Girls,LFO,-5.034
2006,9,Can I Get A...,Jay-Z feat. Amil (Of Major Coinz) and Ja,
2006,10,Jumper,Third Eye Blind,-9.226
2006,11,Doo Wop (That Thing),Lauryn Hill,-8.926
2006,12,Mambo No. 5 (A Little Bit Of...),Lou Bega,-6.752
2006,13,Sweet Lady,Tyrese,-6.254
2006,14,It's Not Right But It's Okay,Whitney Houston,-7.076
2006,15,(God Must Have Spent) A Little More Time On You,'N Sync,-8.264
2006,16,Lullaby,Shawn Mullins,-5.337
2006,17,Anywhere,112 feat. Lil' Zane,
2006,18,Tell Me It's Real,K-Ci and JoJo,-6.763
2006,19,Back 2 Good,Matchbox 20,-9.455
2006,20,808,Blaque,-9.478
2006,21,She's So High,Tal Bachman,-4.626
2006,22,She's All I Ever Had,Ricky Martin,-5.924
2006,23,Miami,Will Smith,-6.18
2006,24,Hands,Jewel,-7.757
2006,25,Who Dat,JT Money feat. Sole,
2006,26,Please Remember Me,Tim McGraw,-7.097
2006,27,From This Moment On,Shania Twain,-5.021
2006,28,Love Like This,Faith Evans,-7.328
2006,29,You,Jesse Powell,-9.612
2006,30,Trippin',Total feat. Missy Elliott,
2006,31,If You (Lovin' Me),Silk,-10.365
2006,32,Ex-Factor,Lauryn Hill,-9.003
2006,33,Give It To You,Jordan Knight,-7.449
2006,34,Black Balloon,Goo Goo Dolls,-8.57
2006,35,Spend My Life With You,Eric Benet feat. Tamia,-8.784
2006,36,These Are The Times,Dru Hill,-9.314
2006,37,I Don't Want To Miss A Thing,Mark Chesnutt,-10.316
2006,38,I Do (Cherish You),98 Degrees,-9.425
2006,39,Because Of You,98 Degrees,-6.147
2006,40,I Will Remember You (Live),Sarah McLachlan,-9.967
2006,41,Chante's Got A Man,Chante Moore,-7.053
2006,42,Happily Ever After,Case,-7.124
2006,43,My Love Is Your Love,Whitney Houston,-7.076
2006,44,All Night Long,Faith Evans feat. Puff Daddy,-4.726
2006,45,Back That Thang Up,Juvenile feat. Mannie Fresh and Lil' Wayne,-9.436
2006,46,Almost Doesn't Count,Brandy,-7.063
2006,47,Man! I Feel Like A Woman!,Shania Twain,-2.937
2006,48,Steal My Sunshine,Len,-11.111
2006,49,I Need To Know,Marc Anthony,-2.563
2006,50,So Anxious,Ginuwine,-11.959
2006,51,Faded Pictures,Case and Joe,-9.544
2006,52,Back At One,Brian McKnight,-9.09
2006,53,When A Woman's Fed Up,R. Kelly,-6.526
2006,54,How Forever Feels,Kenny Chesney,-7.427
2006,55,Amazed,Lonestar,-7.954
2006,56,Sometimes,Britney Spears,-5.693
2006,57,Ghetto Cowboy,Mo Thugs Family feat. Bone Thugs-N-Harmony,
2006,58,Out Of My Head,Fastball,-7.461
2006,59,Hard Knock Life (Ghetto Anthem),Jay-Z,-6.618
2006,60,Jamboree,Naughty By Nature feat. Zhane,
2006,61,Take Me There,BLACKstreet and Mya feat. Mase and Blinky Blink,
2006,62,Stay The Same,Joey McIntyre,-5.773
2006,63,Lesson In Leavin',Jo Dee Messina,-7.275
2006,64,Iris,Goo Goo Dolls,-5.683
2006,65,Satisfy You,Puff Daddy feat. R. Kelly,-5.997
2006,66,Better Days (And The Bottom Drops Out),Citizen King,-3.311
