track_id,track_name,artist_name,album_name,release_date,release_date_precision,loudness
3YKptz29AsOlm7WAVnztBh,Kiss from a Rose,Seal,Seal,1994-05-31,day,-7.11
3YRCqOhFifThpSRFJ1VWFM,November Rain,Guns N' Roses,Use Your Illusion I,1991-09-17,day,-9.316
3YVPpVJvJG2EauXurPA90F,Tell It to My Heart,Taylor Dayne,Tell It to My Heart (Expanded Edition),1988-01-19,day,-5.042
3YWTp4Ap4sZNIyFkP0a0rx,Take Me Home,Cher,Take Me Home,1979-01-01,day,-12.357
3YpXXvaQhudsoy99S3OMkJ,A Little In Love,Cliff Richard,80s Pop Memories,2020-08-28,day,-13.612
3Yt9lRtS5V4nbJnwcgFgvC,You Da One,Rihanna,Talk That Talk,2011-11-19,day,-5.377
3YuaBvuZqcwN3CEAyyoaei,Like a Stone,Audioslave,Audioslave,2002-11-17,day,-5.477
3Yx4nbYHdmHQdnYAukyHJR,Songbird,Kenny G,Duotones,1986-09-01,day,-14.19
3YxKqZFpcxBPvpUssL8FS2,Living And Living Well,George Strait,The Road Less Traveled,2001-01-01,day,-6.82
3Z6DV0jsGqCs4whsfda7lX,Sweet Love,Anita Baker,80's The Collection,2017-06-23,day,-5.699
3ZCTVFBt2Brf31RLEnCkWJ,everything i wanted,Billie Eilish,everything i wanted,2019-11-13,day,-14.454
3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean","Oral Fixation, Vol. 2 (Expanded Edition)",2005-11-28,day,-5.892
3ZQ7bFBquNdzelPHbzwJd6,Feels So Right,Alabama,Livin' Lovin' Rockin' Rollin': The 25th Anniversary Collection,1980,year,-13.361
3ZdJffjzJWFimSQyxgGIxN,Just A Dream,Nelly,5.0,2010-11-12,day,-6.161
3Zl0tZ2K1LgnJTyEaI1M6N,Take It Away,Paul McCartney,Wingspan,2001-05-07,day,-9.85
3ZpQiJ78LKINrW9SQTgbXd,All I Wanna Do,Sheryl Crow,Tuesday Night Music Club,1993-08-03,day,-11.179
3ZqjDpr3qCZnZBPcd0Hpj2,Hold On,En Vogue,Born to Sing,1990-04-03,day,-11.156
3ZrgWkN5Y0x8TP4WpMGOsZ,Something to Believe In - Live,Poison,Live Raw & Uncut,2008-07-15,day,-5.609
3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs,Fall Out Boy,Infinity On High,2007-01-01,day,-5.057
3aAuIvgJGdp4wWd60riWfB,Valerie,Steve Winwood,Talking Back To The Night,1982-08-02,day,-10.779
3aYeGpHny2PVVDqbyvw7lM,"Wild, Wild West",The Escape Club,Wild. Wild West,1988-07-05,day,-6.475
3ad1MVf3CUFCWW1EyMc9kk,Heaven Must Be Missing An Angel - Pt. 1,Tavares,Anthology,2004-01-01,day,-9.209
3adnLFXKO5rC1lhUNSeg3N,White Flag,Dido,Life For Rent,2003-09-03,day,-6.835
3an1aoJKoBXJKoIfdDbVwf,Do Me!,Bell Biv DeVoe,Poison,1990-01-01,day,-6.816
3ascnOSOR5MX901ylGuhcl,When a Man Loves a Woman,Michael Bolton,"Time, Love & Tenderness",1991-04-23,day,-10.706
3avYqdwHKEq8beXbeWCKqJ,Last Friday Night (T.G.I.F.),Katy Perry,Teenage Dream,2010-01-01,day,-3.797
3aw9iWUQ3VrPQltgwvN9Xu,Family Affair,Mary J. Blige,No More Drama,2001-01-01,day,-3.75
3awuorsQsio2PUOvzq3hpd,Before the Next Teardrop Falls,Freddy Fender,The Freddy Fender Collection,1991-10-11,day,-11.52
3b2JWlZ020qGdaDtcO7Gyy,If You Go,Jon Secada,Sólo Lo Mejor: 20 Exitos,2001-01-01,day,-8.106
3b3PnE1ROIZzILjmCGjVib,Rain,Madonna,Erotica (PA Version),1992-10-20,day,-9.38
3b7CDTKB0SRTmQ6ytYi5vZ,Drunk On You,Luke Bryan,Tailgates & Tanlines,2011-08-09,day,-4.401
3bC1ahPIYt1btJzSSEyyrF,Whistle,Flo Rida,Wild Ones,2012-06-22,day,-5.746
3bEqLVZ779BTOOXaCS7QzL,Fallin' in Love,"Hamilton, Joe Frank & Reynolds",Fallin' in Love,2019-10-25,day,-5.525
3bMM2ecgyg7eWFNlTSwgDH,Liar,Three Dog Night,The Best Of 3 Dog Night,1982-01-01,day,-16.025
3bfqkspKABT4pPicm6wC9F,Ass Back Home (feat. Neon Hitch),"Gym Class Heroes, Neon Hitch",The Papercut Chronicles II,2011-11-11,day,-4.289
3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us - feat. Ray Dalton,Macklemore & Ryan Lewis,The Heist,2012-10-09,day,-4.457
3bsDo5vjjJI7O8VuytGIrc,Don't Trust Me,3OH!3,Alternative 2K Essentials,2019-09-06,day,-5.582
3c0Ys2ie05I4Csansv7Jhi,Hurt so Bad,Linda Ronstadt,Mad Love,1980,year,-9.454
3c4OULLWwgRqBfA2dJtRuY,Love Is In The Air,John Paul Young,I Hate the Music,2009-09-18,day,-7.201
3c6vdiLeV9DUbTMWk5H3se,Goodbye Girl,David Gates,Goodbye Girl,1978,year,-15.963
3cE584NLwFDTl9778UJ4TQ,Dance (A$$),Big Sean,Summer Viral Hits,2021-06-21,day,-6.57
3cES8qbEGbTkrUuAx69THe,Summer,War,Anthology 1970-1974,1994-10-18,day,-12.552
3cfOd4CMv2snFaKAnMdnvK,All Star,Smash Mouth,Astro Lounge,1999-06-08,day,-5.881
3cfnGXJ9bmiWvFqEO6ff8B,After the Love Has Gone,"Earth, Wind & Fire",I Am,1979-06,month,-13.45
3cg0dJfrQB66Qf2YthPb6G,The Thrill Is Gone,"B.B. King, Tracy Chapman",Deuces Wild,1997-11-04,day,-9.662
3d6UefBBvhqHxJLZdm8scF,I Miss You,Klymaxx,Meeting In The Ladies Room,1984-01-01,day,-18.267
3dFR132gzO8jxD57R2gid3,You Light Up My Life,Debby Boone,You Light Up My Life,1977-07-01,day,-10.06
3dhjNA0jGA8vHBQ1VdD6vV,I Feel It Coming,"The Weeknd, Daft Punk",Starboy,2016-11-25,day,-5.946
3dhvQUA0NyrAea4vQ7X6Gn,She Ain't You,Chris Brown,F.A.M.E. (Expanded Edition),2011-03-22,day,-6.502
3dmqIB2Qxe2XZobw9gXxJ6,Mary Jane's Last Dance,Tom Petty and the Heartbreakers,Greatest Hits,2008-05-20,day,-9.058
3e9HZxeyfWwjeyPAMmWSSQ,"thank u, next",Ariana Grande,"thank u, next",2019-02-08,day,-5.634
3eBnEo9WL34ulBCZlLpUQO,Chicken Fried,Zac Brown Band,The Foundation,2008-11-17,day,-4.25
3eSwvMfSA0Fyku6Ak5JEw0,Where Were You (When the World Stopped Turning),Alan Jackson,34 Number Ones,2010-11-19,day,-9.537
3eZuTyVjmMUpzdROXCOZEg,After the Rain,Nelson,Before the Rain,2010-12-03,day,-2.471
3ee8Jmje8o58CHK66QrVC2,SAD!,XXXTENTACION,?,2018-03-16,day,-4.88
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,HIGHEST IN THE ROOM,2019-10-04,day,-8.764
3efqNhyZjnIX2Pnu4Jx8dq,"Time, Love and Tenderness",Michael Bolton,"Time, Love & Tenderness",1991-04-23,day,-8.649
3f0U5NaD1bCk8nmKpn2ZJY,Kodachrome,Paul Simon,There Goes Rhymin' Simon,1973-05-05,day,-10.276
3f3omU8n47Mqyab5nCaGyT,Because of You,Kelly Clarkson,Breakaway,2004-01-17,day,-5.362
3fBbfrWZUuWWrMQXFISr7N,New Flame (feat. Usher & Rick Ross),"Chris Brown, Rick Ross, Usher",X (Expanded Edition),2014-09-16,day,-4.292
3fGR17imrNcMkwm5WZSBbI,Make It Real,The Jets,20th Century Masters: The Millennium Collection: Best Of The Jets,2001-01-01,day,-11.332
3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit,Bruce Springsteen,Greatest Hits,1995-02-27,day,-13.251
3fvDLsiTHPQNgzuMd3Mpb5,Slow Hand,The Pointer Sisters,Black & White (Expanded Edition),1981,year,-7.766
3gDtrR0W8CmkyS6mweesSS,Angel Eyes - Album Edit,The Jeff Healey Band,Master Hits,1999-07-27,day,-6.879
3gHFKiDanj4d2rqgHlRFFc,Hello It's Me,Todd Rundgren,Something / Anything?,1972,year,-6.842
3gOsZGaMej7EMVy6VBjxHM,Beach Baby,First Class,Sun Sea Sand And Sex,2009-05-18,day,-9.633
3gWYMEXGGz1iDLuYKj2QMz,I Was Made for Dancing - Re-Recorded,Leif Garrett,One Hit Wonders (Re-Recorded Versions),2008-08-01,day,-11.834
3gbBpTdY8lnQwqxNCcf795,Pompeii,Bastille,Bad Blood,2013-01-01,day,-6.383
3gce83TvahSnFHFtCqbe4R,Layla,Derek & The Dominos,Time Pieces: The Best Of Eric Clapton,1982-01-01,day,-10.3
3gdewACMIVMEWVbyb8O9sY,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Honky Chateau,1972-05-19,day,-9.119
3goSVuTt3fDYDP6kRnFwuL,Take A Bow,Rihanna,Good Girl Gone Bad: Reloaded,2008-06-02,day,-7.536
3gsCAGsWr6pUm1Vy7CPPob,Killing Me Softly With His Song,Roberta Flack,Killing Me Softly,1973-01-01,day,-10.238
3guHwvkSrEtxNOlP4ilvWF,Love Hangover,Diana Ross,Music Is Universal: PRIDE by Joy Oladokun,2021-06-09,day,-15.216
3h5IJ0EzVpkiaoL174GC3M,Let It Whip,Dazz Band,20th Century Masters: The Millennium Collection: Best Of The Dazz Band,2001-01-01,day,-4.383
3hAaCXvutknQugsPFogh8H,Sex And Candy,Marcy Playground,"Lunch, Recess & Detention",2012-01-01,day,-5.693
3hK26G5cYhJ9KjcUy1aBRk,With Every Beat of My Heart,Taylor Dayne,Can't Fight Fate (Expanded Edition),1989-10-07,day,-4.768
3hRhAv7zWfAtGQkrlUYkXT,Always On My Mind,Willie Nelson,Willie Nelson - 16 Biggest Hits,1975,year,-10.074
3hS5RCp5EE1wUiiE7f8dM1,Go the Distance,Michael Bolton,All That Matters,1997-11-04,day,-8.141
3hVrI7snZMTmHCnbwME47u,Physical,Olivia Newton-John,Physical,1981-01-01,day,-11.442
3hb2ScEVkGchcAQqrPLP0R,Photograph,Nickelback,All the Right Reasons,2005-09-26,day,-3.756
3hc7PLcmuZbJGPjhIore1i,Too Little Too Late - 2018,JoJo,The High Road (2018),2018-12-20,day,-4.304
3hlhefxgyp4MDnN6C2dQ5H,All I Have to Give,Backstreet Boys,Backstreet Boys,1996,year,-7.114
3hlksXnvbKogFdPbpO9vel,Super Bass,Nicki Minaj,Pink Friday (Complete Edition),2010-11-22,day,-4.357
3hsmbFKT5Cujb5GQjqEU39,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),"Chris Brown, Lil Wayne, Busta Rhymes",F.A.M.E. (Expanded Edition),2011-03-22,day,-6.128
3i6qNxyVgIdUZTTi5m25EM,Bitch,Meredith Brooks,Blurring The Edges,1997-01-01,day,-5.953
3iA4foXIFpekwHyma7pRs1,Overkill,Men At Work,Cargo,1983,year,-3.99
3iI6xZkQSWGjWx5phFVLn2,Make You Sweat,Keith Sweat,I'll Give All My Love to You,1990,year,-10.53
3iL2l5gUqyPS6vDwJFgJTR,BedRock,"Lloyd, Young Money",We Are Young Money,2009-01-01,day,-6.163
3iMLRCGHLQ135LtMjKLkO8,Heartbreaker,Dionne Warwick,Heartbreaker,1982,year,-13.561
3iX0BMs9dX9CsgrHhiB173,Until You Come Back to Me (That's What I'm Gonna Do),Aretha Franklin,Let Me In Your Life,1974-02-25,day,-6.348
3ibAzRj9JnowdoLkyllk3n,Holiday,Madonna,Madonna (Reissue),1983-07-27,day,-8.656
3j84U36KvLeXNDPv4t5pI8,Pure Water (with Migos),"Mustard, Migos",Perfect Ten,2019-06-28,day,-5.545
3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,Return of the Mack,1996-04-22,day,-5.379
3jQCcmUSBL21Z8Csp96Y9Q,Dreamin',Vanessa Williams,The Right Stuff,1988-01-01,day,-16.407
3jVtllWS5CFFWLQng8sKsr,2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",Aquarius,2014-10-03,day,-7.51
3jjujdWJ72nww5eGnfs2E7,Adore You,Harry Styles,Fine Line,2019-12-13,day,-3.675
3jkdQNkDTxxXtjSO4l0o1H,How Do You Sleep? - Radio Edit Remix,"Ludacris, Jesse McCartney",Departure - Recharged,2008,year,-3.533
3jlbL2OTD5YmIunYzgQTAN,Live Your Life,"Rihanna, T.I.",Paper Trail,2008-09-07,day,-3.363
3kGMziz884MLV1oCwrarmN,'Til You Do Me Right,After 7,Reflections,1995-01-01,day,-8.784
3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,La Roux,2009,year,-2.771
3kTcvDQLW3zVbLyWyid6ua,Hooked On Classics (Parts 1 & 2),Royal Philharmonic Orchestra conducted by Louis Clark,Hooked On Classics,1983-06-06,day,-15.644
3kVIFDE3G89I2RPVkiRaRj,Cupid,112,112,1996-08-27,day,-11.219
3kZoay4ANo86ehb6s4RwS9,Ridin',"Chamillionaire, Krayzie Bone",The Sound of Revenge,2005-01-01,day,-4.68
3keUgTGEoZJt0QkzTB6kHg,Truffle Butter,"Drake, Lil Wayne, Nicki Minaj",Truffle Butter,2015-01-23,day,-6.846
3kfXUGIdBNpyr2gBvU3Guj,Angel,Aerosmith,Permanent Vacation,1987-01-01,day,-3.583
3kme5Qos8h04yrKxsgur79,Open Your Heart,Madonna,Celebration (double disc version),2009-09-18,day,-5.039
3koCCeSaVUyrRo3N2gHrd8,Let's Groove,"Earth, Wind & Fire",Raise!,1981-11-14,day,-8.698
3l3xTXsUXeWlkPqzMs7mPD,End Of The Road,Boyz II Men,Cooleyhighharmony (Bonus Tracks Version),1991-04-30,day,-9.29
3l9OCOG3Vt6c2lxeMyGSIY,One Last Cry,Brian McKnight,Brian McKnight,1992-06-23,day,-13.801
3lQrGsSzg5C38sqsza5C3E,Too Many Walls,Cathy Dennis,Move To This (Polydor Expanded Edition),1990-08-14,day,-11.032
3lRgzwd3g1TewI4zjgbh9V,Sensitivity,Ralph Tresvant,Ralph Tresvant,1990-01-01,day,-12.823
3lSDIJ2abCrOdDJ6pshUap,Close,"Tove Lo, Nick Jonas",Last Year Was Complicated,2016-06-10,day,-5.273
3lX3jXOthWEzahVB1JSC2D,Set U Free,Planet Soul,Energy & Harmony,1996,year,-11.64
3ldG6XCLDXxWg1N6XhrSKo,Shy Guy,Diana King,Tougher Than Love,1995-04-14,day,-5.447
3lec3CzDPAxsZokPph5w87,"Jesus, Take the Wheel",Carrie Underwood,Some Hearts,2005-11-14,day,-3.537
3lqT89gv8p3PYwXtr3ODjv,I Wish,Carl Thomas,Emotional,2000-04-18,day,-4.929
3lxFENvLW8nxXAbNfkZ7IJ,Do I Make You Proud,Taylor Hicks,Do I Make You Proud / Takin' It To The Streets,2006-06-13,day,-8.207
3m167vBQI5YLK0a1m6L6Y1,We've Only Just Begun,Carpenters,Close To You,1970,year,-11.771
3m4OWJ3Ovl0pXwT79bw94N,Devil Inside,INXS,Kick,1987,year,-5.254
3m8CQnnfJJp4eQMWWl3zay,Drank in My Cup,Kirko Bangz,Drank In My Cup,2011-09-16,day,-7.98
3m8lTUL5GxGUNSaycI77ND,Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",1971,year,-13.893
3mJ6pNcFM2CkykCYSREdKT,When I Think Of You,Janet Jackson,Control,1986-02-04,day,-11.386
3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,Nine Days,The Madding Crowd,2000-05-16,day,-5.204
3mRM4NM8iO7UBqrSigCQFH,"Stayin' Alive - From ""Saturday Night Fever"" Soundtrack",Bee Gees,Greatest,1979-01-01,day,-7.179
3mRlFZHUyvJbPTlkzg4LyJ,Roses,SAINt JHN,Collection One,2018-03-30,day,-6.473
3mYh6egfMyl0Dek8r9ciK6,You Should Hear How She Talks About You,Melissa Manchester,Hey Ricky,1982,year,-6.516
3maAFCOtAdJElV8gdU5GG4,Shop Around,Captain & Tennille,Song Of Joy,1976-01-01,day,-8.109
3mj46XKJ2aEm1z7ZvbwyLi,We've Got Tonight,Bob Seger,Stranger In Town,1978-05-05,day,-6.418
3n5qF6aprwEIjHWuH5jECM,The Boss,"Rick Ross, T-Pain",Trilla,2008-01-01,day,-4.072
3n8fLsEfRyKDL94BRAlQhF,Bette Davis Eyes,Kim Carnes,80s Party,2018-11-16,day,-13.53
3nJjIYchBNkYm7B8XfJf5N,Suffocate - Superclean,J. Holiday,Back Of My Lac',2007-01-01,day,-8.391
3nXh2gWpgtjBw4HTBSgZ3e,Thugz Mansion - 2Pac Original/Acoustic,2Pac,The Best Of 2Pac,2007-12-03,day,-8.708
3nvuPQTw2zuFAVuLsC9IYQ,Nothing Compares 2 U,Sinéad O'Connor,I Do Not Want What I Haven't Got,1990-07-01,day,-7.016
3oEkrIfXfSh9zGnE7eBzSV,The Winner Takes It All,ABBA,Super Trouper,1980,year,-6.748
3oJJ1dQBxiFYGMQSe2SluG,Rockin' That Thang - Album Version (Edited),The-Dream,Love Vs Money,2009-01-01,day,-4.757
3oNACbAyQV0M1omkIK6Dyq,Just Take My Heart,Mr. Big,"Big, Bigger, Biggest! The Best Of Mr. Big",1996-11-25,day,-7.619
3oW6SWwGqiZSPTiAp7ZQoH,It's A Great Day To Be Alive,Travis Tritt,Down The Road I Go,2000-10-01,day,-4.935
3ovjw5HZZv43SxTwApooCM,Wind Of Change,Scorpions,Crazy World,1990-01-01,day,-10.108
3ozomn4PrGEKEuusxX2HpC,Building a Mystery,Sarah McLachlan,Surfacing,1997-08-29,day,-8.601
3p1JoOEhVkEnTaa4JzTMSk,For the Love of Money,The O'Jays,Ship Ahoy (Expanded Edition),1973,year,-7.739
3pErM4EiWKf3k8KU3jjbXn,You Belong to Me,Carly Simon,Boys in the Trees,1978,year,-7.848
3pEuO9J2MTEmec8kUfYYvl,Another Night,Real McCoy,Another Night,1995-03-28,day,-7.575
3pXF1nA74528Edde4of9CC,Don't,Bryson Tiller,T R A P S O U L,2015-10-02,day,-5.556
3pbtBomO4Zt5gGiqsYeiBH,Upside Down,Diana Ross,Diana,1980-05-22,day,-8.559
3pi27Gt4NetgWmEMFOCjBQ,A Rose Is Still a Rose,Aretha Franklin,A Rose Is Still A Rose,1998-03-10,day,-7.551
3ptTr5IwiVaLcRDqfIypMs,The Groove Line,Heatwave,Central Heating (Expanded Edition),1978-03-31,day,-9.835
3pxCXv0NACYfYnLjFcQW5D,Addicted,Saving Abel,Saving Abel,2008-01-01,day,-4.146
3pxWaZp3cWQCzTQlPiiA5x,Just The Way You Are,"Billy Joel, Oscar the Grouch","Sesame Street: Songs From The Street, Vol. 2",2003-01-01,day,-12.071
3q9LRP3LLFNR427AsNPnql,One Woman,Jade,Acoustic 90's,2021-06-18,day,-9.476
3qK8x4GZcIkzTz9JEqvIF5,Let's Get It Started - Spike Mix,Black Eyed Peas,Elephunk,2003,year,-2.197
3qN5qMTKyEEmiTZD38BNTT,I'm Upset,Drake,Scorpion,2018-06-29,day,-7.866
3qcVyKUKAOfBoQJsxHfhmW,Jealousy,Natalie Merchant,Tigerlily,1995,year,-9.78
3qq7parQQaohn9N7qKrKtE,The Entertainer - The Sting/Soundtrack Version/Orchestra Version,Marvin Hamlisch,The Sting,1974-01-01,day,-11.662
3qrEG6rQ9Qm72MNWeUKKiU,Wham Bam Shang-A-Lang,Silver,Silver,1976,year,-4.932
3qxBN4nWvSDibXmEq5of9E,Imaginary Lover,Atlanta Rhythm Section,Champagne Jam,1978-01,month,-14.085
3r0Rhl5Zdo9YjACZNsaBvN,Nite and Day,Al B. Sure!,In Effect Mode,1988-04-26,day,-9.616
3rKCDtV8UcF0RytSiXxypc,Get Up (feat. Chamillionaire),"Chamillionaire, Ciara",The Evolution,2006,year,-6.887
3rcNGUOJ0mPOUcAFUlEyT3,Set Adrift on Memory Bliss (Re-Recorded),P.M. Dawn,Latest & Greatest,2014-02-24,day,-8.552
3resl84VYP1l9RezlI3QJH,Who'd She Coo?,Ohio Players,Live 1977,2013-11-19,day,-5.302
3rqXP37YkEnizabzjM7uIu,"You're The First, The Last, My Everything",Barry White,All-Time Greatest Hits,1994-08-10,day,-12.138
3rrrMhc76FDnS4N7wu2KfH,Everything Is Beautiful - 1970 #1 Billboard chart hit,Ray Stevens,Everything Is Beautiful,1970,year,-15.178
3s4U7OHV7gnj42VV72eSZ6,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",Rather Be (feat. Jess Glynne),2014-01-17,day,-6.735
3sA7HKGzcKTVscdiTCrWpX,Outside Today,YoungBoy Never Broke Again,Until Death Call My Name (Reloaded),2018-06-29,day,-5.334
3sFgcM3PVMvJ95n7mQJTU4,Then Came You,Dionne Warwick,New And Improved,1974,year,-6.542
3sKz6Sd72K0ofPWcJPPk6H,Said Sum,Moneybagg Yo,Code Red,2020-09-18,day,-6.789
3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,Demi Lovato,Unbroken,2011-01-01,day,-3.218
3sVAq83i04vSLVRNXWKfMO,Sweet Dreams,Air Supply,All Out Of Love,2018-02-02,day,-6.856
3sX3c6QUPSAiKf77RZRf5B,Causing a Commotion,Madonna,Who's That Girl Soundtrack,1987-07-21,day,-10.628
3ssnFwx5lu6qxhLBR0vutB,Count on Me,Jefferson Starship,Earth,1978-02-06,day,-14.908
3sswspym5LLTgZTOS6FIsq,Cum On Feel The Noize,Quiet Riot,Cum On Feel The Noize,2007-01-01,day,-5.583
3swc6WTsr7rl9DqQKQA55C,Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",beerbongs & bentleys,2018-04-27,day,-8.094
3t4EJY6cTsb6FyP1EQzajK,Baby Don't Forget My Number,Milli Vanilli,All Or Nothing,1988-11-14,day,-12.877
3t5caUWBhKDgy1ypsxRcg4,I GOTCHA,Joe Tex,"The Very Best of, Volume 2.",1969-01-01,day,-11.277
3tjFYV6RSFtuktYl3ZtYcq,Mood (feat. iann dior),"24kGoldn, iann dior",Mood (feat. iann dior),2020-07-24,day,-3.558
3tm6LVXZJg0lG4hQm5ytrT,Brand New Key,Melanie,Beautiful People: The Greatest Hits of Melanie,1999-07-01,day,-7.544
3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,Jake Owen,Barefoot Blue Jean Night,2011-08-26,day,-4.679
3u5e3ovyvQLoauwUzWezvX,Do You Believe In Us,Jon Secada,Jon Secada,1992-01-01,day,-7.245
3uGjLZ5abCyCfYXBVfpf8X,Alright,Kris Kross,Da Bomb,1993-08-03,day,-11.286
3uLk0uQ4zMS26h89Of8XOD,Afternoon Delight,Starland Vocal Band,Starland Vocal Band,1976-07-01,day,-11.728
3umWiurM394C5MG7txFqZ4,Everything Is Beautiful,Ray Stevens,Greatest Hits - Original Recordings,2014-04-22,day,-15.178
3unwRUV5qbjMmH3NJtaODy,Shadow Dancing,Andy Gibb,Shadow Dancing,1978-04-04,day,-9.658
3upCmUgdchN3u0vkedbC5S,Touch It,Monifah,Mo'Hogany,1998-01-01,day,-10.019
3utV3uUIjDJhXTP4d9oqrc,The Other Guy,Little River Band,Greatest Hits,2014-01-01,day,-10.664
3vIIAuHISijzVhoI1e0lM0,Let's Get Serious,Jermaine Jackson,Greatest Hits And Rare Classics,1991-01-01,day,-11.241
3vV3cr2TpPqFk07zxYUbla,Cum on Feel the Noize,Quiet Riot,Metal Health,1983,year,-5.439
3vfIv3pvYlLOa0wKIEuqFn,Hold Your Head Up,Argent,All Together Now,1971,year,-12.265
3vv9phIu6Y1vX3jcqaGz5Z,Roses,"The Chainsmokers, ROZES",Roses,2015-06-16,day,-7.055
3vzmDjQ7E6gzAVg4ecp6XU,My List,Toby Keith,Toby Keith 35 Biggest Hits,2008-01-01,day,-4.309
3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,2012-12-07,day,-4.165
3w8Mw9GHYepoTWOSdiyosj,Incomplete,Sisqo,Unleash The Dragon,1999-01-01,day,-7.693
3wKKkGVn7cVSfgPeYYIiXG,Kiss Kiss (feat. T-Pain),"Chris Brown, T-Pain",Exclusive (Expanded Edition),2007-11-06,day,-3.386
3wM6RTAnF7IQpMFd7b9ZcL,Yesterday Once More,Carpenters,Now & Then (Reissue),1973-05-01,day,-13.806
3wQUwUopne0hVBDXa44Bki,Let's Ride,"Montell Jordan, Silk ""The Shocker"" Friend, Master P",Best Of Montell Jordan,2015-09-25,day,-5.949
3wfujdbamR3Z46F4xav7LM,Drive,The Cars,Heartbeat City,1984-03-13,day,-9.961
3wkNK8tJZ2stygNJm8RCRD,I Luv Your Girl,The-Dream,Lovehate,2007-01-01,day,-9.702
3wsPg2KrRYZFi0inIFa41x,Do Ya Think I'm Sexy,Rod Stewart,Do Ya Think I'm Sexy? / Scarred and Scared,1978,year,-15.205
3wx2kQWPn9p5UppQbNhPAk,Leave The Night On,Sam Hunt,Montevallo,2014-10-27,day,-3.813
3x4yV0hW5Ve3TKhFkXSqFn,If You Had My Love,Jennifer Lopez,On The 6,1999-06-01,day,-7.0
3xJoCbGrs9ck19XRJM4tIC,Dura,Daddy Yankee,Pa' Bailar Sexy,2021-06-18,day,-3.416
3xRbymJj98leHL7K8Y94WS,She's Playing Hard To Get,Hi-Five,Greatest Hits,1990,year,-6.148
3xSu3S8v206qwhob9N2LGJ,Baby I'm Yours,Shai,If I Ever Fall In Love,1992-01-01,day,-9.518
3xZMPZQYETEn4hjor3TR1A,Angel,Sarah McLachlan,Surfacing,1997-08-29,day,-16.092
3xbxpWicMrEJWwNhgvMjp6,Cut the Cake - Single Edit,Average White Band,Cut the Cake,1975-06-24,day,-11.925
3xdjjKMcMOFgo1eQrfbogM,Wagon Wheel,Darius Rucker,True Believers,2013-01-01,day,-7.174
3y4LxiYMgDl4RethdzpmNe,Breathe,Faith Hill,Breathe,1999-11-09,day,-9.007
3yH5gUgtOo69j0rEat3a9K,Stand,R.E.M.,In Time: The Best Of R.E.M. 1988-2003,2003-01-01,day,-5.262
3yNVfRQlUPViUh8O2V9SQn,Just a Friend,Biz Markie,Biz's Baddest Beats: The Best of Biz Markie,1994-08-07,day,-9.004
3yOlyBJuViE2YSGn3nVE1K,My Oh My (feat. DaBaby),"DaBaby, Camila Cabello",Romance,2019-12-06,day,-6.024
3yQIQh9gTtgFO4acRQpA4i,Can't Help Falling In Love (With You) - Live,UB40,Live at Montreux,2009-01-01,day,-11.246
3ybF6Iaia01EbXg5VmxPcb,Armageddon It,Def Leppard,Hysteria,1987-08-03,day,-6.014
3yfqSUWxFvZELEM4PmlwIR,The Real Slim Shady,Eminem,The Marshall Mathers LP,2000-05-23,day,-4.244
3yi27cGUFPTQUdWZV9nV67,December,Collective Soul,Collective Soul,1995-03-14,day,-5.707
3zCzffrOzTrqXggqCouSlT,Never Ending Song of Love,Delaney & Bonnie,Motel Shot,1971-03-01,day,-14.096
3zYpRGnnoegSpt3SguSo3W,Off the Wall,Michael Jackson,Off the Wall,1979-08-10,day,-13.909
3zcmWxxUA7Em7X3IBqZGUo,In Love With a Girl,Gavin DeGraw,Gavin DeGraw,2008-05-06,day,-4.8
3zmXCcrMKpGho2sTRZG1Ux,Chariots Of Fire,Vangelis,20 #1's: One Hit Wonders,2016-11-18,day,-9.8
3ztKHejzVoxJRKSZHFFMdJ,Twilight Zone,Golden Earring,The Long Versions - Part One,2008-10-22,day,-6.516
3zxklD2EGecZre9MjEEvIU,Blue Bayou,Linda Ronstadt,Simple Dreams,1977,year,-12.817
403oiKw757eJnbDKPSjhHV,Thieves in the Temple,Prince,Music from Graffiti Bridge,1990-08-17,day,-10.582
